Join_ID,FIPS,Point Coun
956,20133,13.0
957,20135,5.0
958,20137,4.0
959,20139,5.0
960,20141,6.0
961,20143,5.0
962,20145,6.0
963,20147,6.0
964,20149,15.0
965,20151,8.0
966,20153,4.0
967,20155,30.0
968,20157,6.0
969,20159,6.0
970,20161,36.0
971,20163,7.0
972,20165,2.0
973,20167,8.0
974,20169,27.0
975,20171,6.0
976,20173,316.0
977,20175,8.0
978,20177,101.0
979,20179,6.0
980,20181,4.0
981,20183,4.0
982,20185,3.0
983,20187,3.0
984,20189,4.0
985,20191,9.0
986,20193,5.0
987,20195,5.0
988,20197,1.0
989,20199,2.0
990,20201,7.0
991,20203,4.0
992,20205,9.0
993,20207,1.0
994,20209,107.0
995,21001,15.0
996,21003,7.0
997,21005,6.0
998,21007,3.0
999,21009,29.0
1000,21011,8.0
1001,21013,31.0
1002,21015,46.0
1003,21017,12.0
1004,21019,40.0
1005,21021,30.0
1006,21023,3.0
1007,21025,14.0
1008,21027,9.0
1009,21029,24.0
1010,21031,6.0
1011,21033,14.0
1012,21035,13.0
1013,21037,35.0
1014,21039,2.0
1015,21041,9.0
1016,21043,12.0
1017,21045,13.0
1018,21047,40.0
1019,21049,29.0
1020,21051,21.0
1021,21053,7.0
1022,21055,6.0
1023,21057,3.0
1024,21059,50.0
1025,21061,5.0
1026,21063,2.0
1027,21065,9.0
1028,21067,286.0
1029,21069,7.0
1030,21071,60.0
1031,21073,39.0
1032,21075,3.0
1033,21077,2.0
1034,21079,5.0
1035,21081,8.0
1036,21083,13.0
1037,21085,12.0
1038,21087,10.0
1039,21089,23.0
1040,21091,1.0
1041,21093,72.0
1042,21095,16.0
1043,21097,12.0
1044,21099,10.0
1045,21101,32.0
1046,21103,4.0
1047,21105,2.0
1048,21107,41.0
1049,21109,12.0
1050,21111,540.0
1051,21113,21.0
1052,21115,17.0
1053,21117,72.0
1054,21119,12.0
1055,21121,25.0
1056,21123,5.0
1057,21125,63.0
1058,21127,18.0
1059,21129,12.0
1060,21131,14.0
1061,21133,29.0
1062,21135,10.0
1063,21137,10.0
1064,21139,6.0
1065,21141,13.0
1066,21143,4.0
1067,21145,83.0
1068,21147,9.0
1069,21149,5.0
1070,21151,60.0
1071,21153,11.0
1072,21155,11.0
1073,21157,18.0
1074,21159,10.0
1075,21161,16.0
1076,21163,6.0
1077,21165,3.0
1078,21167,10.0
1079,21169,3.0
1080,21171,8.0
1081,21173,27.0
1082,21175,13.0
1083,21177,17.0
1084,21179,28.0
1085,21181,3.0
1086,21183,11.0
1087,21185,19.0
1088,21187,4.0
1089,21189,5.0
1090,21191,4.0
1091,21193,48.0
1092,21195,62.0
1093,21197,12.0
1094,21199,35.0
1095,21201,1.0
1096,21203,6.0
1097,21205,21.0
1098,21207,14.0
1099,21209,30.0
1100,21211,29.0
1101,21213,10.0
1102,21215,7.0
1103,21217,19.0
1104,21219,9.0
1105,21221,6.0
1106,21223,1.0
1107,21225,8.0
1108,21227,77.0
1109,21229,5.0
1110,21231,14.0
1111,21233,10.0
1112,21235,36.0
1113,21237,10.0
1114,21239,13.0
1115,22001,36.0
1116,22003,14.0
1117,22005,78.0
1118,22007,7.0
1119,22009,23.0
1120,22011,19.0
1121,22013,9.0
1122,22015,54.0
1123,22017,202.0
1124,22019,154.0
1125,22021,5.0
1126,22023,4.0
1127,22025,9.0
1128,22027,11.0
1129,22029,19.0
1130,22031,9.0
1131,22033,342.0
1132,22035,6.0
1133,22037,14.0
1134,22039,28.0
1135,22041,15.0
1136,22043,6.0
1137,22045,27.0
1138,22047,21.0
1139,22049,9.0
1140,22051,306.0
1141,22053,27.0
1142,22055,186.0
1143,22057,54.0
1144,22059,13.0
1145,22061,35.0
1146,22063,66.0
1147,22065,9.0
1148,22067,18.0
1149,22069,25.0
1150,22071,239.0
1151,22073,148.0
1152,22075,10.0
1153,22077,15.0
1154,22079,115.0
1155,22081,6.0
1156,22083,25.0
1157,22085,14.0
1158,22087,21.0
1159,22089,20.0
1160,22091,5.0
1161,22093,13.0
1162,22095,21.0
1163,22097,72.0
1164,22099,22.0
1165,22101,32.0
